SequenceNumber,RequestTime,ReplyTime,RequestSourceIP,RequestDestIP,ReplySourceIP,ReplyDestIP,ReplyTTLexpiredIP,TTL,Download/Upload/Idle
3832,21:22:49.761671,21:22:49.805315,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
3925,21:22:54.242614,21:22:54.258366,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
4076,21:23:03.866934,21:23:03.975717,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,upload
4125,21:23:07.484893,21:23:07.497393,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
3888,21:22:52.136129,21:22:52.149275,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
3917,21:22:53.969696,21:22:53.98437,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
4241,21:23:11.437614,21:23:11.440018,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4288,21:23:12.939923,21:23:12.948704,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4348,21:23:15.039367,21:23:15.042033,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4018,21:22:58.679623,21:22:58.784778,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,upload
4186,21:23:09.579361,21:23:09.595378,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
3912,21:22:53.507307,21:22:53.515444,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
4031,21:22:59.78563,21:23:00.066452,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
4238,21:23:11.338426,21:23:11.341682,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4343,21:23:14.880733,21:23:14.978039,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
3831,21:22:49.673376,21:22:49.68612,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
3836,21:22:49.874565,21:22:49.917488,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
4057,21:23:02.049342,21:23:02.198004,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
4332,21:23:14.493808,21:23:14.534251,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4340,21:23:14.767276,21:23:14.802179,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
3976,21:22:56.743215,21:22:56.768585,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
4034,21:23:00.144458,21:23:00.348193,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,upload
3999,21:22:57.607855,21:22:57.684148,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,upload
4075,21:23:03.612011,21:23:03.790989,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,upload
4095,21:23:05.068918,21:23:05.354827,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
4154,21:23:08.553397,21:23:08.559244,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
3858,21:22:50.941956,21:22:50.960279,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
3898,21:22:52.847259,21:22:52.853458,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
4375,21:23:15.969159,21:23:15.977899,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4395,21:23:16.862355,21:23:16.864176,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4073,21:23:03.611312,21:23:03.790989,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
4116,21:23:06.76529,21:23:06.975157,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
3903,21:22:53.062637,21:22:53.113765,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
3934,21:22:54.622884,21:22:54.6376,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
4128,21:23:07.568419,21:23:07.600987,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4153,21:23:08.442633,21:23:08.456586,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
3772,21:22:46.845632,21:22:46.875523,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
3843,21:22:50.083019,21:22:50.120515,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
4353,21:23:15.177826,21:23:15.180306,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
3951,21:22:55.251381,21:22:55.266795,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
4033,21:22:59.785748,21:23:00.066452,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,upload
3987,21:22:57.106302,21:22:57.12611,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
4080,21:23:04.040155,21:23:04.149719,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,upload
4106,21:23:06.006434,21:23:06.219513,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,upload
4130,21:23:07.674825,21:23:07.677141,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4133,21:23:07.747861,21:23:07.809265,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4172,21:23:09.164185,21:23:09.166844,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
3814,21:22:49.060015,21:22:49.122176,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
3876,21:22:51.630229,21:22:51.634476,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
4305,21:23:13.542419,21:23:13.544173,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4178,21:23:09.362515,21:23:09.365217,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4193,21:23:09.844042,21:23:09.846969,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4068,21:23:03.091668,21:23:03.254288,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,upload
4105,21:23:05.837471,21:23:05.938931,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
4197,21:23:09.94491,21:23:09.954934,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4248,21:23:11.643751,21:23:11.657211,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
3879,21:22:51.776437,21:22:51.93334,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
3995,21:22:57.419665,21:22:57.530376,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
3890,21:22:52.324426,21:22:52.347807,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
4035,21:23:00.16285,21:23:00.351057,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
4204,21:23:10.145781,21:23:10.203521,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4247,21:23:11.643746,21:23:11.657211,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4289,21:23:13.05297,21:23:13.057381,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
3860,21:22:50.952668,21:22:50.955465,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
3873,21:22:51.550506,21:22:51.570151,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
3833,21:22:49.761671,21:22:49.805315,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
