SequenceNumber,RequestTime,ReplyTime,RequestSourceIP,RequestDestIP,ReplySourceIP,ReplyDestIP,ReplyTTLexpiredIP,TTL,Download/Upload/Idle
3914,21:22:53.775318,21:22:53.785698,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
4072,21:23:03.338961,21:23:03.530617,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,upload
4123,21:23:07.296201,21:23:07.412042,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4364,21:23:15.561682,21:23:15.568486,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4397,21:23:16.965462,21:23:16.995324,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
3840,21:22:49.993004,21:22:50.021867,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
3842,21:22:50.083019,21:22:50.120515,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
3955,21:22:55.423057,21:22:55.473347,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
3985,21:22:57.038738,21:22:57.064861,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
4059,21:23:02.273934,21:23:02.411445,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,upload
4145,21:23:08.234768,21:23:08.246789,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4173,21:23:09.164203,21:23:09.167135,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
3782,21:22:47.205679,21:22:47.21816,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
3822,21:22:49.357457,21:22:49.414043,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
4211,21:23:10.491119,21:23:10.500792,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4226,21:23:10.980207,21:23:11.003846,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
3959,21:22:55.814387,21:22:55.901933,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
4014,21:22:58.425423,21:22:58.588769,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
3936,21:22:54.708211,21:22:54.737137,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
4043,21:23:00.909101,21:23:01.153264,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,upload
4113,21:23:06.548277,21:23:06.68374,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,upload
3792,21:22:47.581984,21:22:47.619121,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
3852,21:22:50.503691,21:22:50.601026,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
3899,21:22:52.909117,21:22:52.983095,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
4006,21:22:57.944371,21:22:58.025894,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
4054,21:23:01.868161,21:23:01.972404,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,upload
4270,21:23:12.371159,21:23:12.373078,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4339,21:23:14.697916,21:23:14.705513,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
3819,21:22:49.199999,21:22:49.278988,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
3821,21:22:49.357177,21:22:49.414043,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
4132,21:23:07.676031,21:23:07.678846,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4166,21:23:08.968181,21:23:08.971568,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4273,21:23:12.449353,21:23:12.452157,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4326,21:23:14.262738,21:23:14.336897,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4389,21:23:16.393043,21:23:16.411606,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
3809,21:22:48.722533,21:22:48.835551,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
3989,21:22:57.187203,21:22:57.24647,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
4180,21:23:09.362844,21:23:09.365217,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4212,21:23:10.491272,21:23:10.499493,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4231,21:23:11.078246,21:23:11.092378,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4286,21:23:12.939891,21:23:12.941956,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4380,21:23:16.047474,21:23:16.090445,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
3789,21:22:47.466333,21:22:47.505869,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
4161,21:23:08.746658,21:23:08.763011,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4385,21:23:16.240706,21:23:16.255295,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4150,21:23:08.354721,21:23:08.368495,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4284,21:23:12.834976,21:23:12.85803,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4127,21:23:07.568328,21:23:07.600987,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4134,21:23:07.747861,21:23:07.808891,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4260,21:23:12.045475,21:23:12.063037,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4304,21:23:13.542394,21:23:13.544524,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4354,21:23:15.232721,21:23:15.248409,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
3962,21:22:56.053393,21:22:56.070888,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
3972,21:22:56.583249,21:22:56.594487,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
4190,21:23:09.746284,21:23:09.748581,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
3780,21:22:47.05759,21:22:47.117694,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
3887,21:22:52.136033,21:22:52.149275,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
3960,21:22:55.814823,21:22:55.901933,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
4102,21:23:05.65249,21:23:05.774721,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,upload
4278,21:23:12.634534,21:23:12.659104,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4377,21:23:15.96916,21:23:15.977899,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4382,21:23:16.170666,21:23:16.172734,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
3773,21:22:46.845632,21:22:46.875523,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
3785,21:22:47.296609,21:22:47.362747,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
4013,21:22:58.425415,21:22:58.588769,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,upload
4139,21:23:08.077502,21:23:08.079011,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4287,21:23:12.939916,21:23:12.944466,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
3964,21:22:56.05343,21:22:56.070888,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
3998,21:22:57.607855,21:22:57.684148,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
4254,21:23:11.843915,21:23:11.846461,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4369,21:23:15.740334,21:23:15.744409,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
3883,21:22:51.951481,21:22:51.972871,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
3891,21:22:52.339599,21:22:52.358162,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
4058,21:23:02.261712,21:23:02.411445,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
4292,21:23:13.154013,21:23:13.190575,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
3969,21:22:56.260528,21:22:56.471815,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
4045,21:23:00.926003,21:23:01.1536,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,upload
4096,21:23:05.068965,21:23:05.354827,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,upload
4142,21:23:08.168697,21:23:08.170559,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4170,21:23:09.048636,21:23:09.050162,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4202,21:23:10.145781,21:23:10.203521,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4374,21:23:15.878328,21:23:15.89907,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
3800,21:22:48.001166,21:22:48.066111,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
3922,21:22:54.154592,21:22:54.176208,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
4192,21:23:09.74633,21:23:09.747945,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4268,21:23:12.35434,21:23:12.370281,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4318,21:23:13.940517,21:23:14.008273,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4355,21:23:15.249578,21:23:15.251508,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
3932,21:22:54.622162,21:22:54.6376,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
4042,21:23:00.648125,21:23:00.835817,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,upload
4025,21:22:59.385139,21:22:59.498969,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
4063,21:23:02.480255,21:23:02.689214,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,upload
4117,21:23:06.784008,21:23:06.993623,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,upload
4249,21:23:11.643804,21:23:11.657211,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
3867,21:22:51.172075,21:22:51.254646,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
3996,21:22:57.421596,21:22:57.531746,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,upload
4038,21:23:00.428496,21:23:00.563519,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
4049,21:23:01.567831,21:23:01.727298,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,upload
4067,21:23:03.075671,21:23:03.237261,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
4160,21:23:08.745379,21:23:08.763011,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4213,21:23:10.491375,21:23:10.499493,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4383,21:23:16.172391,21:23:16.247463,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
3937,21:22:54.708295,21:22:54.737137,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
3992,21:22:57.34056,21:22:57.358782,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
4074,21:23:03.611341,21:23:03.790989,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,upload
4221,21:23:10.748601,21:23:10.808571,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4269,21:23:12.357414,21:23:12.359729,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
3926,21:22:54.421628,21:22:54.439126,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
3965,21:22:56.134953,21:22:56.193195,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
4108,21:23:06.007581,21:23:06.219513,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,upload
4215,21:23:10.573947,21:23:10.581307,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4253,21:23:11.843915,21:23:11.845967,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4312,21:23:13.753747,21:23:13.757353,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
3913,21:22:53.507349,21:22:53.515444,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
3971,21:22:56.58289,21:22:56.594487,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
4174,21:23:09.164203,21:23:09.167457,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4227,21:23:10.980215,21:23:11.004248,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4230,21:23:11.078246,21:23:11.090489,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
3847,21:22:50.277944,21:22:50.331785,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
4144,21:23:08.184132,21:23:08.185816,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4183,21:23:09.450076,21:23:09.452487,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4361,21:23:15.437416,21:23:15.481125,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4258,21:23:11.947042,21:23:11.949524,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4004,21:22:57.942516,21:22:58.025894,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,upload
4069,21:23:03.091668,21:23:03.254288,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,upload
3855,21:22:50.682887,21:22:50.794503,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
4023,21:22:59.058463,21:22:59.219028,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
4362,21:23:15.437784,21:23:15.481622,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
3826,21:22:49.595758,21:22:49.599561,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
3846,21:22:50.182664,21:22:50.206393,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
3943,21:22:54.914238,21:22:54.951869,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
3973,21:22:56.58451,21:22:56.594487,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
3980,21:22:56.925392,21:22:56.946515,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
4021,21:22:58.856816,21:22:58.989081,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,upload
4184,21:23:09.557816,21:23:09.563086,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4217,21:23:10.658735,21:23:10.663302,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
3834,21:22:49.761682,21:22:49.805315,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
3841,21:22:50.083016,21:22:50.120515,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
4365,21:23:15.561792,21:23:15.568486,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4291,21:23:13.053211,21:23:13.057381,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4351,21:23:15.139098,21:23:15.148458,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
3900,21:22:52.90932,21:22:52.988933,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
4051,21:23:01.568092,21:23:01.724342,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
4115,21:23:06.765171,21:23:06.975157,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,upload
4350,21:23:15.10962,21:23:15.113072,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
3817,21:22:49.199999,21:22:49.278988,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
3820,21:22:49.357043,21:22:49.414043,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
4147,21:23:08.263507,21:23:08.265676,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4228,21:23:10.980227,21:23:11.004466,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4277,21:23:12.634434,21:23:12.65875,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4007,21:22:58.095895,21:22:58.216758,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,upload
4140,21:23:08.077602,21:23:08.079511,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4250,21:23:11.739933,21:23:11.742473,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4266,21:23:12.244995,21:23:12.247142,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
3815,21:22:49.060015,21:22:49.122176,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
4085,21:23:04.390218,21:23:04.485611,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
4236,21:23:11.252067,21:23:11.254737,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4320,21:23:14.089006,21:23:14.121649,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
3897,21:22:52.819298,21:22:52.823151,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
4149,21:23:08.354691,21:23:08.36958,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4000,21:22:57.614502,21:22:57.684148,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,upload
3781,21:22:47.205377,21:22:47.217659,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
3923,21:22:54.242614,21:22:54.258366,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
4205,21:23:10.289645,21:23:10.298911,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
3807,21:22:48.385019,21:22:48.628766,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
4091,21:23:04.793303,21:23:05.000125,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,upload
3870,21:22:51.337918,21:22:51.416943,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
4032,21:22:59.785663,21:23:00.061529,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,upload
4078,21:23:03.868103,21:23:03.975717,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
4158,21:23:08.634396,21:23:08.636076,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4275,21:23:12.565954,21:23:12.569945,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4296,21:23:13.256588,21:23:13.258358,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
3784,21:22:47.295131,21:22:47.362747,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
3818,21:22:49.199999,21:22:49.278988,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
4363,21:23:15.561626,21:23:15.567961,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4233,21:23:11.174213,21:23:11.190315,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4295,21:23:13.255234,21:23:13.256941,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4309,21:23:13.656186,21:23:13.658493,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
3931,21:22:54.500662,21:22:54.534902,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
4036,21:23:00.1629,21:23:00.351057,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,upload
4099,21:23:05.428619,21:23:05.579716,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,upload
4101,21:23:05.652509,21:23:05.774721,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,upload
4114,21:23:06.548542,21:23:06.68374,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
4181,21:23:09.444398,21:23:09.446103,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
3906,21:22:53.178908,21:22:53.251406,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
3939,21:22:54.801673,21:22:54.847893,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
4092,21:23:04.793537,21:23:05.000125,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
4357,21:23:15.347211,21:23:15.349033,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4388,21:23:16.350542,21:23:16.411606,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
3806,21:22:48.384907,21:22:48.628766,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
4012,21:22:58.309989,21:22:58.379108,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,upload
4237,21:23:11.252089,21:23:11.254458,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4279,21:23:12.644863,21:23:12.659104,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4360,21:23:15.437332,21:23:15.481622,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4400,21:23:17.117142,21:23:17.122591,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
3813,21:22:48.907817,21:22:48.977598,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
3910,21:22:53.405328,21:22:53.432557,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
4088,21:23:04.554087,21:23:04.723861,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,upload
4171,21:23:09.049284,21:23:09.05232,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
3808,21:22:48.720636,21:22:48.835551,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
4079,21:23:04.038564,21:23:04.149719,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,upload
3892,21:22:52.392764,21:22:52.412151,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,download
3975,21:22:56.742536,21:22:56.759489,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,download
4135,21:23:07.747861,21:23:07.809265,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4330,21:23:14.416038,21:23:14.41774,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
3799,21:22:48.001166,21:22:48.066111,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
3848,21:22:50.304204,21:22:50.333071,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,download
4331,21:23:14.493605,21:23:14.534251,10.184.49.202,115.113.240.216,10.255.107.3,10.184.49.202,10.255.107.3,2,idle
4218,21:23:10.658735,21:23:10.663302,10.184.49.202,115.113.240.216,10.119.233.65,10.184.49.202,10.119.233.65,3,idle
4259,21:23:12.045437,21:23:12.063037,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
4251,21:23:11.739945,21:23:11.741496,10.184.49.202,115.113.240.216,10.184.32.13,10.184.49.202,10.184.32.13,1,idle
