Timestamp,SourceIP,DestinationIP,Length,SourcePort,DestinationPort
18:24:12.491407,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.491365,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.491492,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.491365,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.491543,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.491365,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.491566,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.491617,115.113.240.229,10.0.2.15,1126,443,58992
18:24:12.491617,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.491644,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.491617,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.491666,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.491617,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.491687,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.539099,115.113.240.229,10.0.2.15,590,443,58992
18:24:12.547835,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.548007,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.559453,115.113.240.229,10.0.2.15,590,443,58992
18:24:12.559453,115.113.240.229,10.0.2.15,590,443,58992
18:24:12.559453,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.559453,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.55999,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.560003,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.560007,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.567055,115.113.240.229,10.0.2.15,1398,443,58992
18:24:12.567055,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.567261,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.567452,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.567478,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.575003,115.113.240.229,10.0.2.15,590,443,58992
18:24:12.575003,115.113.240.229,10.0.2.15,590,443,58992
18:24:12.575188,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.575004,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.575276,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.575004,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.575315,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.575336,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.57534,10.0.2.15,115.113.240.229,54,58992,443
